Survey;answer_identifier;Informed Consent;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15;P16;P17;P19;P18;P20;P21;P22;P23;P24;P25;P26;P27;P28;P29;P30;P31;Online course frustration;Computer for exclusive use;Internet connection;Covid-concern1;Covid-concern2;Covid-concern3;Covid-concern4;Anonymized student ID
survey2;1256;Yes;1;4;5;1;2;2;2;5;4;1;4;5;5;1;1;1;1;4;4;2;5;4;2;1;4;2;2;1;2;4;4;3;Yes;Stable, in some cases I've had issues;5;5;4;1;560
survey2;1257;Yes;3;5;1;3;5;5;5;1;4;5;1;5;5;5;5;3;5;2;4;4;5;4;5;3;3;4;5;1;4;4;5;1;Yes;Very stable;5;5;4;1;124
survey2;1258;Yes;4;5;1;5;4;4;3;2;5;4;4;5;4;4;4;5;5;2;5;4;5;4;5;3;5;5;4;4;5;3;5;4;Yes;Stable, in some cases I've had issues;4;5;3;2;106
survey2;1259;Yes;4;5;2;3;4;5;4;4;4;4;3;5;3;4;4;3;4;3;4;4;4;3;4;2;4;4;4;2;4;2;4;5;Yes;Stable, in some cases I've had issues;4;4;4;2;530
survey2;1260;Yes;4;5;1;3;5;5;4;5;5;5;4;5;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;4;5;4;5;4;Yes;Very stable;1;1;5;1;423
survey2;1261;Yes;4;3;4;4;3;4;3;5;4;5;5;5;4;5;3;3;4;5;3;3;4;4;4;2;2;4;4;4;4;5;3;5;Yes;Stable, in some cases I've had issues;3;4;4;2;247
survey2;1262;Yes;2;4;4;3;2;1;4;4;4;4;4;4;4;4;2;2;3;4;4;4;4;4;4;2;4;3;3;4;4;4;3;4;Yes;Unstable, sometimes I've got problems;4;5;5;2;692
survey2;1263;Yes;3;4;2;4;3;3;3;3;4;4;3;5;3;1;3;3;4;3;4;3;4;4;4;3;4;4;3;3;4;1;3;3;No;Stable, in some cases I've had issues;3;4;3;1;384
survey2;1264;Yes;3;4;4;3;1;3;2;5;4;4;2;4;4;5;2;3;3;4;4;3;4;4;3;3;4;2;4;4;4;4;3;5;Yes;Unstable, sometimes I've got problems;2;5;5;1;233
survey2;1265;Yes;3;4;4;5;3;4;2;4;4;4;3;5;2;4;3;3;5;3;4;4;5;5;5;2;4;4;5;1;4;2;3;4;Yes;Unstable, sometimes I've got problems;3;4;4;2;95
survey2;1266;Yes;4;5;1;5;5;4;5;3;4;5;5;5;5;3;5;5;5;2;5;5;5;5;4;4;5;5;5;2;5;3;4;1;Yes;Unstable, sometimes I've got problems;3;5;5;1;161
survey2;1267;Yes;4;4;2;4;3;4;3;3;2;4;3;4;3;3;3;3;4;3;4;3;4;3;4;4;3;4;4;3;4;2;4;2;Yes;Unstable, sometimes I've got problems;4;4;4;3;163
survey2;1268;Yes;4;5;1;5;5;5;3;4;5;5;1;5;4;3;5;4;5;2;5;5;4;4;5;3;5;5;4;1;5;2;5;3;Yes;Stable, in some cases I've had issues;2;3;4;1;473
survey2;1269;Yes;4;4;1;4;4;4;4;3;5;5;4;5;4;4;4;4;5;3;5;4;5;4;5;3;4;5;5;2;5;2;4;1;Yes;Very stable;5;5;5;1;555
survey2;1270;Yes;5;5;1;4;5;5;4;5;3;5;5;5;5;2;5;5;5;2;5;5;5;5;5;5;5;5;4;3;5;1;5;2;Yes;Stable, in some cases I've had issues;3;5;4;1;700
survey2;1271;Yes;4;5;1;5;4;5;3;4;4;5;3;5;3;3;4;3;5;2;5;5;5;5;5;4;4;5;5;3;5;1;5;4;Yes;Stable, in some cases I've had issues;1;5;5;2;656
survey2;1272;Yes;5;5;2;4;5;5;4;3;5;5;4;5;5;3;5;5;5;3;5;5;5;5;5;4;5;5;5;2;5;3;5;2;Yes;Very stable;1;1;1;1;417
survey2;1273;Yes;4;5;2;4;4;3;1;1;4;4;1;5;5;4;3;3;4;2;4;4;5;3;4;2;3;4;3;1;5;1;4;3;Yes;Very stable;1;1;4;1;514
survey2;1274;Yes;1;2;5;3;1;3;3;5;3;5;3;3;3;5;4;2;5;5;3;4;5;5;5;3;2;4;4;5;4;3;2;1;Yes;Stable, in some cases I've had issues;4;5;5;5;648
survey2;1275;Yes;5;5;1;5;5;5;4;2;5;5;5;5;5;2;5;5;5;2;5;5;5;5;5;5;4;5;5;3;5;5;5;3;Yes;Stable, in some cases I've had issues;1;2;4;1;663
survey2;1276;Yes;3;3;4;5;4;3;4;5;5;5;4;4;3;4;1;2;4;5;4;4;5;3;5;2;4;4;5;5;2;2;4;4;Yes;Stable, in some cases I've had issues;4;5;5;1;155
survey2;1277;Yes;1;1;5;2;5;3;3;3;4;3;3;5;3;3;3;3;4;3;3;4;3;3;3;2;3;2;2;3;3;5;5;5;Yes;Unstable, sometimes I've got problems;3;3;3;3;378
survey2;1278;Yes;4;5;1;5;5;5;5;5;3;5;5;5;5;1;5;5;5;1;5;5;5;5;5;5;5;5;5;1;5;1;5;1;Yes;Very stable;5;5;5;1;738
survey2;1279;Yes;4;4;4;4;4;4;4;4;4;4;4;3;5;4;3;3;5;3;4;2;5;5;5;4;4;4;5;4;2;5;4;3;No;Stable, in some cases I've had issues;3;4;4;1;568
survey2;1280;Yes;4;5;2;4;4;4;4;3;3;4;4;4;3;2;4;4;4;3;4;4;4;4;4;4;3;4;4;3;4;4;4;4;No;Stable, in some cases I've had issues;2;4;4;1;364
survey2;1281;Yes;5;5;4;5;4;5;3;4;5;5;3;5;4;3;5;5;5;4;5;4;5;5;5;5;5;5;5;3;5;3;5;2;Yes;Unstable, sometimes I've got problems;5;5;5;4;359
survey2;1282;Yes;3;3;4;3;2;1;3;4;4;4;3;3;2;4;2;2;2;4;4;3;4;1;3;3;3;2;2;4;3;1;3;4;Yes;Stable, in some cases I've had issues;5;5;4;1;660
survey2;1283;Yes;3;3;5;4;2;2;4;4;3;4;3;4;2;5;1;2;2;5;3;2;4;3;4;4;4;2;4;5;2;4;2;5;Yes;Very stable;5;5;5;3;580
survey2;1284;Yes;3;3;5;4;3;3;3;3;5;5;5;5;5;4;4;4;4;5;1;5;3;4;4;3;4;4;3;5;5;5;4;3;Yes;Unstable, sometimes I've got problems;3;3;4;3;743
survey2;1285;Yes;5;5;2;5;5;5;5;3;5;5;5;5;5;4;5;5;5;2;5;5;5;5;5;4;5;5;5;2;5;2;5;2;Yes;Stable, in some cases I've had issues;1;4;3;1;804
survey2;1286;Yes;4;3;3;2;4;4;5;4;3;4;4;5;5;4;3;4;4;2;5;5;5;4;4;2;5;4;5;3;5;1;4;5;Yes;Unstable, sometimes I've got problems;5;5;5;1;795
survey2;1287;Yes;5;5;2;5;5;4;3;3;3;5;2;5;1;2;4;5;5;2;5;5;5;5;5;5;3;5;5;3;5;1;4;3;Yes;Unstable, sometimes I've got problems;5;5;5;2;256
survey2;1288;Yes;5;5;2;3;5;4;4;3;5;4;2;5;4;4;5;5;5;2;5;4;4;2;2;3;4;5;4;3;4;4;4;4;No;Stable, in some cases I've had issues;4;5;4;1;460
survey2;1289;Yes;4;5;2;5;3;4;3;3;5;5;2;5;4;2;4;4;4;1;5;4;5;4;5;4;5;4;4;1;4;1;4;1;Yes;Very stable;2;5;5;1;617
survey2;1290;Yes;3;4;3;4;3;4;4;4;5;4;4;4;4;3;4;3;4;3;4;4;4;3;4;3;4;4;3;2;4;3;4;5;Yes;Very stable;3;4;4;2;579
survey2;1291;Yes;5;5;1;5;4;4;4;4;4;4;3;5;5;4;4;4;4;3;5;4;4;4;5;4;4;4;4;2;4;3;4;2;Yes;Stable, in some cases I've had issues;4;4;4;2;453
survey2;1292;Yes;4;4;2;3;2;4;4;5;5;4;4;3;4;5;4;4;4;3;4;2;4;5;4;5;4;4;3;3;2;3;4;3;Yes;Very stable;3;4;3;1;838
survey2;1293;Yes;4;5;2;5;4;3;2;3;4;5;2;5;2;2;4;5;5;3;4;4;5;5;5;4;4;5;5;3;4;1;4;2;Yes;Stable, in some cases I've had issues;2;4;4;1;368
survey2;1294;Yes;4;5;3;4;3;4;3;4;5;3;4;4;3;2;4;4;3;5;4;4;4;3;4;4;5;4;3;2;5;1;3;5;No;Unstable, sometimes I've got problems;3;5;5;1;16
survey2;1295;Yes;4;5;3;4;3;4;4;4;3;4;3;4;3;4;4;2;3;3;4;4;5;3;4;3;3;3;3;4;3;3;4;3;Yes;Stable, in some cases I've had issues;3;5;5;1;581
survey2;1296;Yes;4;5;1;4;5;5;3;3;3;5;3;5;4;4;5;4;5;2;5;5;5;5;5;3;3;5;5;2;5;4;5;1;Yes;Stable, in some cases I've had issues;1;4;5;1;459
survey2;1297;Yes;2;3;5;4;2;4;4;4;2;4;4;4;3;4;4;3;3;5;4;3;5;4;4;2;3;3;3;5;3;3;3;5;Yes;Stable, in some cases I've had issues;3;5;5;3;119
survey2;1298;Yes;5;5;1;4;5;4;5;5;5;5;5;5;4;4;4;4;5;4;5;5;5;5;5;3;4;5;5;4;4;5;4;1;Yes;Stable, in some cases I've had issues;3;4;4;2;643
survey2;1299;Yes;3;4;4;2;2;1;3;5;3;4;3;4;5;3;2;3;4;4;3;3;4;4;4;4;4;4;4;4;3;4;4;2;Yes;Stable, in some cases I've had issues;4;4;4;2;537
survey2;1300;Yes;4;4;3;4;3;3;3;3;4;4;3;4;3;4;4;3;3;3;4;3;4;3;4;3;4;3;4;2;4;1;3;4;Yes;Very stable;4;5;5;1;409
survey2;1301;Yes;4;5;2;4;5;5;5;3;4;5;4;5;5;4;5;4;4;2;3;5;5;3;4;3;3;4;4;2;4;3;4;3;Yes;Very stable;4;4;4;2;649
survey2;1302;Yes;5;3;4;5;2;4;5;4;2;5;5;5;4;3;3;5;5;4;5;5;5;5;5;4;3;5;5;2;4;2;4;4;No;Stable, in some cases I've had issues;2;4;4;1;261
survey2;1303;Yes;3;4;3;3;3;3;4;2;3;4;4;5;4;2;3;4;3;3;4;3;4;4;4;4;4;3;3;2;3;2;3;4;Yes;Stable, in some cases I've had issues;3;4;3;1;622
survey2;1304;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no data
survey2;1305;Yes;3;4;3;4;3;3;4;3;5;4;4;4;4;4;3;2;4;4;5;4;5;3;4;2;4;4;4;2;4;1;4;4;Yes;Very stable;2;4;3;1;827
survey2;1306;Yes;3;4;2;4;5;4;4;4;4;5;4;5;5;4;5;4;4;5;4;4;5;3;5;3;4;4;4;4;4;5;5;5;Yes;Stable, in some cases I've had issues;2;5;4;1;583
survey2;1307;Yes;4;5;2;5;4;3;4;5;4;5;5;5;4;4;4;4;5;4;5;5;5;5;5;5;4;5;5;4;5;4;4;4;Yes;Very stable;5;5;4;3;866
survey2;1308;Yes;4;4;1;4;5;5;4;3;3;4;4;5;4;3;5;5;5;3;4;4;5;4;5;5;4;5;4;3;5;4;5;3;Yes;Stable, in some cases I've had issues;4;4;4;2;437
survey2;1309;Yes;5;5;2;4;4;4;3;3;5;4;3;5;4;2;5;5;5;2;4;5;5;4;5;3;4;5;5;2;5;3;5;2;Yes;Very stable;4;5;4;1;23
survey2;1310;Yes;3;4;2;4;4;4;4;5;4;4;5;4;4;5;3;3;4;5;4;3;5;4;4;3;4;4;4;5;4;4;4;5;Yes;Stable, in some cases I've had issues;5;5;4;2;669
survey2;1311;Yes;5;3;5;3;3;5;5;5;3;5;5;5;2;5;4;5;5;5;4;4;4;4;5;1;3;5;5;5;4;5;4;5;Yes;Stable, in some cases I've had issues;3;5;5;1;756
survey2;1312;Yes;4;4;3;3;3;3;2;3;2;4;3;4;2;3;3;3;4;4;4;4;4;4;3;3;4;4;4;3;4;4;3;4;Yes;Stable, in some cases I've had issues;3;5;5;1;821
survey2;1313;Yes;3;4;4;4;3;3;3;4;4;3;4;4;3;5;3;3;3;4;3;3;4;3;4;2;3;4;4;3;3;4;3;5;Yes;Unstable, sometimes I've got problems;4;5;5;3;246
survey2;1314;Yes;4;4;2;4;3;4;2;4;4;4;3;5;5;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;Yes;Stable, in some cases I've had issues;4;5;5;3;372
survey2;1315;Yes;4;5;3;4;5;4;3;2;4;4;3;5;3;1;4;4;5;2;5;5;5;4;5;2;4;5;4;4;5;1;5;3;Yes;Stable, in some cases I've had issues;4;5;2;1;928
survey2;1316;Yes;4;4;2;4;4;4;3;4;3;4;4;4;3;4;4;4;4;2;4;4;4;4;4;4;3;4;4;2;4;3;4;2;Yes;Stable, in some cases I've had issues;4;4;4;2;98
survey2;1317;Yes;2;5;4;4;2;3;3;4;5;4;4;5;5;1;3;5;4;3;5;4;5;3;4;2;5;5;4;2;4;2;4;5;Yes;Stable, in some cases I've had issues;1;1;1;1;430
survey2;1318;Yes;2;4;5;3;1;3;3;4;4;4;3;2;1;5;3;2;4;4;3;3;4;5;4;3;4;4;4;3;4;5;3;5;Yes;Stable, in some cases I've had issues;4;4;4;2;32
survey2;1319;Yes;3;5;4;4;2;2;4;4;3;4;3;4;3;4;3;2;3;5;4;2;4;4;4;4;2;4;4;5;4;3;3;4;Yes;Very stable;3;1;5;1;781
survey2;1320;Yes;4;5;1;4;5;4;5;5;4;5;4;4;5;4;4;3;4;3;4;5;5;5;5;4;3;4;4;3;4;4;4;3;Yes;Stable, in some cases I've had issues;4;4;3;1;659
survey2;1321;Yes;4;4;3;4;2;2;2;2;4;4;2;4;4;4;2;2;4;2;4;4;4;4;4;4;4;4;4;1;4;2;4;4;Yes;Stable, in some cases I've had issues;4;4;2;1;914
survey2;1322;Yes;5;5;2;5;5;5;5;3;5;5;4;5;5;4;5;5;5;3;5;5;5;5;5;5;5;5;5;2;5;2;5;1;Yes;Stable, in some cases I've had issues;4;5;5;2;42
survey2;1323;Yes;3;3;4;4;2;3;4;5;3;3;4;4;3;5;3;2;4;5;4;4;4;4;4;4;3;4;3;5;4;1;4;4;Yes;Very stable;2;5;3;1;768
survey2;1324;Yes;2;4;1;5;4;4;3;4;4;4;3;5;2;3;4;2;4;5;4;4;4;2;5;3;4;4;3;5;4;2;4;4;Yes;Unstable, sometimes I've got problems;5;5;5;4;546
survey2;1325;Yes;4;4;3;5;3;3;4;4;3;4;5;4;2;4;3;4;5;4;4;4;4;5;5;3;4;5;4;3;4;2;3;4;Yes;Stable, in some cases I've had issues;4;5;4;2;794
survey2;1326;Yes;5;5;2;5;5;4;3;3;4;5;3;5;5;1;5;5;5;1;5;5;5;5;5;4;4;5;5;1;5;4;5;4;Yes;Very stable;2;4;3;1;522
survey2;1327;Yes;2;2;5;2;1;1;1;5;2;4;1;4;1;5;1;2;4;5;1;1;3;4;4;4;1;4;4;5;2;2;2;5;No;Stable, in some cases I've had issues;3;4;5;4;18
survey2;1328;Yes;3;5;1;4;3;3;3;5;5;4;2;4;4;4;4;4;4;4;4;4;5;4;4;3;5;4;4;4;4;1;4;4;Yes;Very stable;4;5;4;1;405
survey2;1329;Yes;5;5;1;5;5;5;4;3;4;5;4;5;5;4;5;5;5;3;5;5;5;5;5;5;5;5;5;4;5;4;5;1;Yes;Stable, in some cases I've had issues;4;5;4;1;760
survey2;1330;Yes;4;5;3;3;3;3;2;5;4;5;3;5;3;5;4;5;5;4;4;3;4;3;4;4;3;4;4;5;4;3;4;5;Yes;Stable, in some cases I've had issues;4;5;4;2;123
survey2;1331;Yes;5;5;1;4;5;5;4;2;5;4;4;5;5;2;5;5;5;2;5;5;5;4;5;3;5;5;5;2;5;2;5;3;Yes;Very stable;4;4;4;1;589
survey2;1332;Yes;5;5;1;5;5;4;3;4;3;5;4;5;5;5;4;5;5;4;5;5;5;5;5;3;3;5;5;5;5;3;5;4;Yes;Stable, in some cases I've had issues;5;5;4;2;493
survey2;1333;Yes;5;5;1;4;5;4;3;4;4;4;3;5;4;2;4;5;5;2;5;5;4;5;5;3;4;5;4;4;4;2;5;2;Yes;Stable, in some cases I've had issues;3;4;4;1;624
survey2;1334;Yes;2;3;4;3;4;3;5;5;1;5;5;4;3;5;3;2;2;5;4;4;4;2;4;2;2;3;4;5;3;1;2;5;No;Unstable, sometimes I've got problems;5;5;5;4;697
survey2;1335;Yes;2;4;2;4;3;4;1;4;3;4;1;4;3;4;3;3;4;4;4;3;4;3;4;4;3;4;3;4;4;2;3;4;Yes;Stable, in some cases I've had issues;1;1;1;2;54
survey2;1336;Yes;4;5;1;5;5;5;5;3;3;5;3;5;2;2;4;4;5;3;5;5;5;5;5;5;5;5;5;3;5;3;5;4;Yes;Stable, in some cases I've had issues;4;4;5;1;121
survey2;1337;Yes;4;5;2;5;5;4;4;2;4;4;4;5;4;2;4;2;4;4;5;5;5;4;5;4;4;4;4;4;4;4;4;4;Yes;Stable, in some cases I've had issues;1;4;1;1;477
survey2;1338;Yes;4;4;4;5;3;3;3;5;5;5;4;4;4;5;3;4;5;5;3;3;5;5;5;3;5;5;5;4;3;4;3;5;Yes;Unstable, sometimes I've got problems;5;5;5;3;917
survey2;1339;Yes;4;5;3;4;3;1;2;2;4;4;2;5;3;2;1;2;4;2;4;3;4;3;5;3;4;4;4;2;2;4;3;4;Yes;Stable, in some cases I've had issues;5;5;5;3;226
survey2;1340;Yes;4;5;2;5;5;4;5;4;4;5;5;5;4;5;4;3;5;5;5;5;5;4;5;3;4;5;5;5;4;5;5;5;Yes;Stable, in some cases I've had issues;4;5;4;2;640
survey2;1341;Yes;4;4;2;3;4;4;2;2;3;4;1;5;1;1;4;4;4;2;4;4;4;4;4;3;3;4;5;1;5;2;5;2;Yes;Stable, in some cases I've had issues;4;5;4;2;893
survey2;1342;Yes;4;4;3;4;3;4;4;4;3;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;2;4;4;Yes;Stable, in some cases I've had issues;4;5;5;2;671
survey2;1343;Yes;5;5;1;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;Yes;Very stable;1;5;5;1;284
survey2;1344;Yes;4;5;5;5;2;3;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;3;5;2;4;4;4;3;5;5;4;1;Yes;Stable, in some cases I've had issues;4;5;5;1;774
survey2;1345;Yes;5;5;2;5;3;5;2;2;5;5;2;5;4;1;5;5;5;2;5;4;4;4;5;3;5;5;5;1;4;2;4;1;Yes;Stable, in some cases I've had issues;2;4;4;1;482
survey2;1346;Yes;3;3;3;3;3;3;3;3;3;4;5;3;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;Yes;Stable, in some cases I've had issues;3;5;5;1;336
survey2;1347;Yes;3;2;5;3;1;1;1;4;2;4;3;4;4;5;1;3;4;5;2;2;4;4;3;3;2;3;2;4;2;1;2;5;Yes;Unstable, sometimes I've got problems;3;4;4;3;68
survey2;1348;Yes;4;4;3;4;3;3;3;4;3;3;3;4;3;4;3;4;3;4;4;4;3;3;3;4;3;3;3;4;4;3;3;5;Yes;Stable, in some cases I've had issues;3;4;3;2;235
survey2;1349;Yes;4;5;2;4;3;4;3;3;3;4;3;5;3;2;4;4;4;3;5;4;5;4;4;3;4;4;4;3;5;2;4;3;Yes;Stable, in some cases I've had issues;4;4;4;1;841
survey2;1350;Yes;3;5;2;3;4;4;4;3;4;3;4;5;3;4;4;2;4;4;4;5;5;4;4;2;4;4;3;4;4;3;4;2;Yes;Very stable;5;5;5;1;789
survey2;1351;Yes;4;3;4;4;4;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;3;4;Yes;Stable, in some cases I've had issues;3;3;3;1;63
survey2;1352;Yes;3;4;4;4;4;3;5;5;5;4;5;4;4;5;3;3;4;5;2;2;4;2;4;2;2;4;4;5;4;2;4;5;Yes;Stable, in some cases I've had issues;4;5;4;3;563
survey2;1353;Yes;5;4;5;3;2;3;2;5;4;5;4;5;1;4;3;4;4;4;4;3;4;4;4;4;5;4;4;4;3;4;2;1;Yes;Very stable;2;4;2;1;608
survey2;1354;Yes;5;5;2;4;5;4;3;5;3;4;3;5;5;4;4;5;4;4;5;5;5;5;4;3;3;5;5;4;5;2;5;4;Yes;Stable, in some cases I've had issues;3;3;3;1;548
survey2;1355;Yes;3;4;3;3;2;4;5;4;2;4;4;4;2;4;4;3;2;4;4;3;4;4;5;1;3;3;4;4;3;3;3;3;Yes;Stable, in some cases I've had issues;4;5;4;2;612
survey2;1356;Yes;3;4;5;3;3;2;3;5;4;5;3;4;5;5;3;3;4;5;5;5;4;4;4;3;4;4;4;5;4;4;3;5;Yes;Stable, in some cases I've had issues;3;3;4;3;901
survey2;1357;Yes;4;5;2;4;5;5;4;2;4;5;5;5;5;3;5;5;5;2;5;5;5;5;5;5;3;5;5;4;5;2;5;3;Yes;Stable, in some cases I've had issues;4;4;4;1;927
survey2;1358;Yes;3;3;2;4;3;3;4;4;4;4;4;4;4;3;4;3;3;4;4;4;4;4;4;3;3;4;4;4;4;2;3;4;Yes;Stable, in some cases I've had issues;2;2;4;1;873
survey2;1359;Yes;4;5;1;4;5;5;2;2;5;5;5;5;5;3;5;3;4;2;5;5;5;4;5;3;4;4;4;3;5;4;5;4;Yes;Stable, in some cases I've had issues;3;3;5;1;324
survey2;1360;Yes;3;4;2;4;4;3;3;5;3;5;2;4;3;4;4;3;4;3;4;4;4;4;4;3;3;5;4;3;4;3;3;4;Yes;Unstable, sometimes I've got problems;4;5;5;4;444
survey2;1361;Yes;5;5;1;5;5;5;3;4;5;5;2;5;5;2;5;5;5;1;5;5;5;5;5;5;5;5;5;1;5;1;5;1;Yes;Very stable;3;5;5;1;503
survey2;1362;Yes;4;4;2;4;5;4;4;3;3;5;4;5;5;4;4;3;5;5;5;4;5;5;5;3;4;4;5;5;5;3;5;3;Yes;Stable, in some cases I've had issues;4;5;5;2;574
survey2;1363;Yes;4;5;3;4;4;4;3;4;3;4;2;4;3;4;4;4;4;4;4;3;5;4;5;4;4;4;5;4;4;4;3;4;Yes;Unstable, sometimes I've got problems;4;5;4;2;19
survey2;1364;Yes;5;5;2;5;5;5;2;2;5;5;2;5;2;1;5;5;5;3;5;5;5;5;5;5;5;5;5;3;5;3;5;2;Yes;Stable, in some cases I've had issues;2;3;4;1;406
survey2;1365;Yes;4;3;4;2;5;4;3;1;5;5;2;5;3;2;4;3;4;2;5;5;5;4;5;3;4;4;5;1;4;4;3;2;Yes;Stable, in some cases I've had issues;3;3;3;4;9
survey2;1366;Yes;4;5;4;4;3;3;4;5;3;4;5;5;3;2;4;4;4;3;5;5;5;5;4;4;4;4;4;3;4;4;4;5;Yes;Stable, in some cases I've had issues;4;5;5;3;596
survey2;1367;Yes;4;4;3;4;3;3;4;4;3;4;4;4;3;4;3;4;4;3;4;3;3;4;4;2;3;4;4;2;4;1;3;4;Yes;Stable, in some cases I've had issues;4;4;4;1;489
survey2;1368;Yes;3;4;4;5;3;2;5;5;3;5;5;5;3;5;2;2;4;5;4;2;5;4;4;4;4;5;4;5;4;3;3;3;Yes;Stable, in some cases I've had issues;4;5;4;1;130
survey2;1369;Yes;5;5;4;4;5;5;3;2;4;4;2;4;3;2;4;4;4;3;4;5;4;3;4;5;3;2;5;2;1;3;4;4;Yes;Very stable;1;4;2;1;632
survey2;1370;Yes;4;5;2;4;4;5;3;2;3;4;3;5;4;1;5;5;5;3;5;5;4;5;5;5;2;4;4;3;4;2;4;1;Yes;Very stable;3;5;5;1;76
survey2;1371;Yes;4;5;2;3;4;3;4;5;4;4;4;4;2;5;3;3;3;5;4;4;5;4;4;3;4;4;4;5;3;4;4;4;Yes;Very stable;1;2;4;1;891
survey2;1372;Yes;4;5;2;4;4;4;3;4;5;5;3;5;4;4;4;4;5;3;5;4;5;4;5;3;5;5;4;4;4;5;5;3;Yes;Stable, in some cases I've had issues;5;5;5;2;398
survey2;1373;Yes;5;5;1;5;5;5;2;1;5;5;1;5;5;1;5;5;5;1;5;5;5;5;5;5;5;5;5;1;5;1;5;2;Yes;Stable, in some cases I've had issues;3;3;4;1;198
survey2;1374;Yes;1;4;5;3;4;1;5;5;5;5;5;5;5;5;1;2;5;4;5;2;5;4;5;2;2;3;5;5;4;5;5;5;Yes;Stable, in some cases I've had issues;3;4;3;1;785
survey2;1375;Yes;2;3;5;2;1;1;2;5;3;4;4;2;2;4;1;1;2;5;3;1;4;2;3;3;2;2;4;5;2;2;2;5;Yes;Stable, in some cases I've had issues;5;5;5;5;855
survey2;1376;Yes;4;5;3;2;4;3;3;4;3;5;3;5;2;4;3;3;3;4;5;4;5;5;4;4;3;4;4;4;4;3;4;3;Yes;Stable, in some cases I've had issues;3;4;4;2;474
survey2;1377;Yes;2;2;4;2;2;3;3;5;4;5;4;5;2;3;2;3;5;4;4;3;5;5;5;4;2;5;5;4;3;5;4;5;Yes;Stable, in some cases I've had issues;4;3;4;1;872
survey2;1378;Yes;3;5;2;4;4;4;3;3;4;5;4;5;5;3;4;5;5;3;5;4;5;4;5;4;4;5;5;3;5;3;5;4;Yes;Stable, in some cases I've had issues;2;4;4;1;741
survey2;1379;Yes;2;5;3;2;3;4;4;5;5;4;5;5;2;5;4;4;3;5;5;4;4;3;4;3;4;3;5;4;4;2;5;5;Yes;Stable, in some cases I've had issues;4;4;5;2;711
survey2;1380;Yes;5;5;1;5;5;5;4;3;5;5;3;5;5;2;5;4;5;3;5;5;5;4;5;3;5;5;5;5;5;4;5;1;Yes;Very stable;2;3;5;1;224
survey2;1381;Yes;4;5;1;5;4;4;3;3;5;5;2;5;4;4;4;3;5;2;5;5;5;5;5;5;5;5;5;4;5;2;4;4;Yes;Stable, in some cases I've had issues;5;5;5;2;382
survey2;1382;Yes;3;3;4;3;2;3;4;4;4;3;2;4;4;4;2;2;2;3;3;3;3;2;3;3;2;2;3;2;3;2;3;2;Yes;Unstable, sometimes I've got problems;2;2;2;2;815
survey2;1383;Yes;5;5;1;4;5;4;1;2;4;5;2;5;5;3;5;5;5;2;5;5;5;4;5;4;4;5;5;3;5;1;5;2;Yes;Unstable, sometimes I've got problems;4;5;5;1;565
survey2;1384;Yes;4;5;2;4;5;5;4;4;4;5;2;5;4;3;4;4;5;4;4;4;4;4;4;3;4;4;4;4;4;2;4;4;Yes;Very stable;4;4;4;3;835
survey2;1385;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no data
survey2;1386;Yes;4;4;4;4;2;2;4;5;4;5;4;4;2;5;2;4;4;4;2;2;4;4;5;2;4;4;4;5;4;4;4;4;Yes;Unstable, sometimes I've got problems;4;5;3;2;812
survey2;1387;Yes;3;5;4;4;3;3;5;3;3;4;4;4;5;3;3;2;1;3;4;3;4;3;5;1;1;3;3;1;4;1;3;4;Yes;Very stable;4;5;4;1;749
survey2;1388;Yes;4;5;1;4;4;4;3;3;4;5;4;5;4;3;4;3;4;2;5;4;4;4;5;2;4;4;5;2;4;1;5;2;Yes;Stable, in some cases I've had issues;4;4;4;1;167
survey2;1389;Yes;4;5;3;3;5;5;1;4;3;4;4;5;3;3;5;4;4;2;3;4;4;4;4;3;1;4;4;2;4;4;5;5;Yes;Very stable;4;4;4;1;494
survey2;1390;Yes;5;5;1;4;5;4;5;3;2;5;4;5;4;2;4;4;5;3;5;5;5;5;4;4;2;5;4;3;5;3;5;3;Yes;Stable, in some cases I've had issues;1;2;4;1;595
survey2;1391;Yes;4;4;1;3;5;4;3;5;5;5;4;5;4;5;5;5;5;3;5;5;5;3;4;2;5;5;4;5;5;2;5;5;Yes;Stable, in some cases I've had issues;4;5;5;2;538
survey2;1392;Yes;3;3;4;3;2;2;3;4;4;3;3;3;3;4;2;3;3;3;3;2;3;3;3;3;3;3;3;2;2;2;2;3;Yes;Stable, in some cases I've had issues;3;5;5;3;83
